# imu
# acceleration gyroscope
# timestamp ax ay az gx gy gz
1557969618.913975	-5.0678613281	0.1676513672	10.4949755859	0.3259709174	0.0117179078	0.0042610575
1557969618.914022	-5.1205517578	0.1676513672	10.4231250000	0.3270361819	0.0127831722	0.0053263222
1557969618.914037	-5.1301318359	0.1916015625	10.4087548828	0.3270361819	0.0138484366	0.0053263222
1557969618.914048	-5.0774414063	0.2155517578	10.5237158203	0.3281014463	0.0159789655	0.0053263222
1557969618.914059	-5.1013916016	0.1820214844	10.5955664063	0.3270361819	0.0149137011	0.0063915861
1557969618.914072	-5.1109716797	0.1484912109	10.5428759766	0.3259709174	0.0138484366	0.0063915861
1557969618.914084	-5.0630712891	0.1580712891	10.4806054688	0.3249056530	0.0127831722	0.0074568505
1557969618.914094	-5.0822314453	0.1484912109	10.4518652344	0.3259709174	0.0117179078	0.0074568505
1557969618.914106	-5.0966015625	0.1628613281	10.4614453125	0.3259709174	0.0106526444	0.0074568505
1557969618.914118	-5.0822314453	0.1916015625	10.4662353516	0.3259709174	0.0095873799	0.0074568505
1557969618.914134	-5.0726513672	0.1916015625	10.4901855469	0.3259709174	0.0117179078	0.0074568505
1557969618.914147	-5.0726513672	0.1772314453	10.4949755859	0.3291667107	0.0138484366	0.0074568505
1557969618.914159	-5.0774414063	0.1484912109	10.4470751953	0.3281014463	0.0117179078	0.0063915861
1557969618.914169	-5.0726513672	0.1245410156	10.4806054688	0.3281014463	0.0095873799	0.0053263222
1557969618.914175	-5.0678613281	0.1341210938	10.5189257813	0.3259709174	0.0095873799	0.0053263222
1557969618.914181	-5.0726513672	0.1580712891	10.4710253906	0.3249056530	0.0106526444	0.0053263222
1557969618.914188	-5.1013916016	0.1676513672	10.5045556641	0.3238403886	0.0127831722	0.0063915861
1557969618.914194	-5.1253417969	0.1772314453	10.5524560547	0.3249056530	0.0138484366	0.0063915861
1557969618.914200	-5.0870214844	0.1868115234	10.5428759766	0.3259709174	0.0127831722	0.0063915861
1557969618.914206	-5.0487011719	0.1676513672	10.4901855469	0.3259709174	0.0117179078	0.0074568505
1557969618.914212	-5.0151708984	0.1389111328	10.4853955078	0.3259709174	0.0127831722	0.0063915861
1557969618.921726	-5.0343310547	0.1245410156	10.5141357422	0.3249056530	0.0149137011	0.0053263222
1557969618.921743	-5.0726513672	0.1245410156	10.4374951172	0.3249056530	0.0159789655	0.0053263222
1557969618.921753	-5.0487011719	0.1293310547	10.3800146484	0.3259709174	0.0149137011	0.0053263222
1557969618.921759	-5.0103808594	0.1580712891	10.4087548828	0.3270361819	0.0127831722	0.0053263222
1557969618.921765	-5.0055908203	0.1963916016	10.4758154297	0.3270361819	0.0106526444	0.0053263222
1557969618.921772	-5.0199609375	0.1676513672	10.5380859375	0.3259709174	0.0095873799	0.0053263222
1557969618.921778	-5.0295410156	0.1245410156	10.4949755859	0.3249056530	0.0095873799	0.0053263222
1557969618.921784	-5.0534912109	0.1437011719	10.4327050781	0.3238403886	0.0106526444	0.0053263222
1557969618.921790	-5.0630712891	0.1916015625	10.4518652344	0.3259709174	0.0117179078	0.0053263222
1557969618.921796	-5.0534912109	0.2011816406	10.5141357422	0.3270361819	0.0117179078	0.0063915861
1557969618.933151	-5.0630712891	0.1580712891	10.5572460938	0.3259709174	0.0127831722	0.0063915861
